,School Type,Year Founded,Religious Affiliation,Academic Calendar,Setting,Phone,School Website,Median starting salary of alumni ,Selectivity,Fall 2020 acceptance rate,Application deadline,SAT/ACT scores must be received by,Student-faculty ratio,4-year graduation rate,Total enrollment,Collegiate athletic association,Tuition and fees,Room and board,Students who have cars on campus,Health insurance offered,Score (out of 100),Average 6-year graduation rate (17.6%),6-year graduation rate of students who received a Pell Grant (2.5%),6-year graduation rate of students who did not receive a Pell Grant (2.5%),Classes with fewer than 20 students,Classes with 50 or more students,Student-faculty ratio (1%),Admission interview,Required standardized tests,Early decision deadline,Application fee,Common Application accepted,Deadline for housing deposit,Acceptance rate,Early decision acceptance rate,Accepting applications,Minimum credits to apply,Minimum required college GPA,Has guaranteed admission agreement with at least one other institution,Guaranteed admission agreement URL,Separate application form required,Conditional admission offered,Early decision or early action options available,TOEFL (paper),TOEFL (internet-based),Michigan Test,IELTS,SAT,ACT,Advance deposit required,TOEFL accepted instead of SAT or ACT,International student contact,Degrees offered,Combined-degree programs,Online bachelor's degree program offered,General education/core curriculum required,Awarded Pell Grants (2019-2020),Enrolled students who are veterans or active service members,Students living on- and off-campus,Air Force ROTC,Army ROTC,Navy ROTC,Net price for federal loan recipients (2018-2019) ,Go to this school's net price calculator,Institution is G.I. Bill certified,Institution participates in Yellow Ribbon Program,Typical total federal loan debt after graduation ,Typical total federal loan debt among those who did not graduate ,Typical monthly loan payment ,Undergraduates paying down their federal loan debt ,Average total indebtedness of 2020 graduating class,"Graduating students who have borrowed (any loan type, 2020)",Campus size (acres),Alcohol permitted on campus for students of legal age,Career services offered,Basic student services offered,Campus safety and security services offered,Computers available for student use in,On-campus library,Museums or special academic buildings on campus,Services for LD students,Services for physically disabled students,Accessibility of campus to physically disabled students,SATs on 1600 scale,Undergraduate men who are members of a fraternity,Undergraduate women who are members of a sorority,By major,Ten most popular majors for 2020 graduates,In-state tuition and fees,Out-of-state tuition and fees,Class Sizes,Classes with fewer than 20 students ,Classes with 50 or more students ,Class sizes,,Student participation in special academic programs,Fall 2020 acceptance rate ,Student-faculty ratio ,Student Gender Distribution,Average 6-year graduation rate (17.6%) ,Student-faculty ratio (1%) ,Acceptance rate ,Full-time faculty gender distribution,Part-time faculty gender distribution,Degree-seeking student gender distribution,Types of campus housing available,Total graduate enrollment,Median starting salary of alumni
334,"Public, Coed",1895,None,Semester,Suburban,(815) 753-1000,Website,"$52,500",Selective,59%,Aug. 1,Aug. 1,16:1,27%,"16,769(fall 2020)",NCAA I,,"$11,000(2021-22)",N/A,Yes,Bottom 25%,47%,38%,58%,46.2%,10%,16:1,Recommended,Neither SAT nor ACT,N/A,$40,No,N/A,59%,N/A,"Fall, Spring, Summer",24,2,Yes,Website,No,Yes,Neither early decision nor early action,Required,Required,N/A,Required,N/A,N/A,No,Yes,Arezou Kashani Director International Admissions (815) 753-8276 ntladmissions@niu.edu,"Bachelor's, Master's, Post-master's certificate, Doctorate - professional practice, Doctorate - research/scholarship",CEET-LAWPhysics-Engr,Yes,Yes,42%,N/A,,Offered at cooperating institution,Offered on campus,Not offered,"$18,259",Website,Yes,Yes,"$22,611","$9,750",$216,N/A,"$33,837",74%,800,Yes,co-op educationon-campus job interviewsinternshipsresume assistancecareer/job search classesalumni networkinterest inventoryinterview training,nonremedial tutoringwomen's centerplacement serviceday carehealth servicehealth insurance,"24-hour foot and vehicle patrolsLate night transport/escort service24-hour emergency telephonesLighted pathways/sidewalksControlled dormitory access (key, security card, etc.)",N/A,Yes,"NIU Art Museum, Anthropology Museum, Blackwell History of Education Research Museum.",Note-taking servicesOral testsLearning centerReadersExtended time for testsEarly syllabusSubstitution of coursesTypist/scribeExams on tape or computerOther testing accommodationsAND 5 MORE ,Note-taking servicesSpecial transportationTape recordersSpecial housingTutorsAdaptive equipmentReader servicesBraille servicesInterpreters for hearing-impairedTalking books,Mostly,,,,,,"$12,478(2021-22)","$12,478(2021-22)",,,,,,,,,,,,,,,,,,
335,"Public, Coed",1968,None,Semester,Suburban,(859) 572-5100,Website,"$48,100",Selective,87%,Aug. 21,Aug. 21,18:1,28%,"16,211(fall 2020)",NCAA I,,"$9,920(2021-22)",N/A,Yes,Bottom 25%,45%,36%,55%,,,18:1,Neither required/recommended,Either SAT or ACT required for some,N/A,$40,Yes,May 1,87%,N/A,"Fall, Winter, Spring, Summer",No,2,Yes,Website,No,Yes,Neither early decision nor early action,Considered,Required of some,N/A,Required of some,Considered,Considered,No,Yes,Rebecca D. Hansen Assistant Director of International Admissions (859) 572-6517 isss@nku.edu,"Certificate, Associate, Bachelor's, Post-bachelor's certificate, Master's, Post-master's certificate, Doctorate - professional practice, Doctorate - other",Juris Doctor/Master of Business AdministrationPhysics/Pre-Engineering Program,Yes,Yes,32%,1.7%,,Offered at cooperating institution,Offered at cooperating institution,Not offered,"$9,049",Website,Yes,No,"$24,250","$8,250",$231,N/A,"$26,039",63%,428,No,co-op educationon-campus job interviewsinternshipsresume assistancecareer/job search classesinterest inventoryinterview training,nonremedial tutoringwomen's centerplacement serviceday carehealth servicehealth insurance,"24-hour foot and vehicle patrolsLate night transport/escort service24-hour emergency telephonesLighted pathways/sidewalksControlled dormitory access (key, security card, etc.)",N/A,Yes,"George and Ellen Rieveschl Digitorium, Haile Digital Planetarium, Eva G Farris reading room and Special Collections, Health Innovation center, Griffin Hall",Remedial mathRemedial EnglishReading machinesRemedial readingOther special classesVideotaped classesDiagnostic testing serviceNote-taking servicesSpecial bookstore sectionOral testsLearning centerReadersExtended time for testsTutorsEarly syllabusPriority registrationPriority seatingProofreading servicesSubstitution of coursesTypist/scribeExams on tape or computerOther testing accommodationsWaiver of foreign language degree requirementWaiver of math degree requirementAND 19 MORE ,Note-taking servicesSpecial transportationTape recordersSpecial housingTutorsAdaptive equipmentReader servicesBraille servicesInterpreters for hearing-impairedTalking books,Fully,,,,,,"$10,392(2021-22)","$20,448(2021-22)",N/A,40.5%,3%,N/A,,,,,,,,,,,,,,
336,"Public, Coed",1957,None,Semester,Suburban,(248) 370-2100,Website,"$49,700",Selective,81%,rolling,Aug. 1,19:1,31%,"18,552(fall 2020)",NCAA I,,"$11,022(2021-22)",N/A,Yes,Bottom 25%,54%,48%,61%,37.1%,10%,19:1,Neither required/recommended,Neither SAT nor ACT,N/A,N/A,No,N/A,81%,N/A,"Fall, Winter, Summer",No,2.5,Yes,Website,No,Yes,N/A,Required,Required,Required,Required,N/A,N/A,No,N/A,David Archbold Director of International Students (248) 370-3267 archbold@oakland.edu,"Bachelor's, Post-bachelor's certificate, Master's, Post-master's certificate, Doctorate - professional practice, Doctorate - research/scholarship",Sociology & AnthropologyMusic Education & Performance,Yes,Yes,30%,1.8%,,Offered at cooperating institution,Not offered,Not offered,"$11,802",Website,Yes,Yes,"$24,366","$9,500",$232,N/A,"$27,002",61%,"1,444",Yes,co-op educationon-campus job interviewsinternshipsresume assistancecareer/job search classesalumni networkinterest inventoryinterview training,nonremedial tutoringwomen's centerplacement serviceday carehealth servicehealth insurance,"24-hour foot and vehicle patrolsLate night transport/escort service24-hour emergency telephonesLighted pathways/sidewalksStudent patrolsControlled dormitory access (key, security card, etc.)",N/A,Yes,"art gallery, Meadow Brook Hall historic house, Meadow Brook Theatre, Meadow Brook Amphitheatre, 2 championship golf courses, Eye Research Institute, robotics lab, product development & manufacturing center, Fastening & Joining Research Institute, Center for Robotics & Advanced Automation, Pawley Lean Learning Institute, writing studio, education resources lab, Lowry Early Childhood Education Center, computer-simulated nursing clinical lab, on-site clinical & physical therapy facility",Remedial mathRemedial EnglishReading machinesNote-taking servicesReadersExtended time for testsTutorsPriority registrationPriority seatingTypist/scribeExams on tape or computerAND 6 MORE ,Note-taking servicesTape recordersSpecial housingTutorsAdaptive equipmentReader servicesBraille servicesInterpreters for hearing-impairedTalking books,Mostly,,,,,,"$13,934(2021-22)","$24,708(2021-22)",,,,,,,,,,,,,,,,,,
337,"Private, Coed",1895,Roman Catholic,Semester,Urban,(210) 434-6711,Website,"$45,000",Less selective,98%,Aug. 20,Aug. 20,10:1,30%,"2,771(fall 2020)",NAIA,"$29,926(2021-22)","$10,242(2021-22)",N/A,Yes,Bottom 25%,39%,35%,43%,67.5%,0%,10:1,Neither required/recommended,Neither SAT nor ACT,N/A,N/A,No,August 20,98%,N/A,"Fall, Spring, Summer",12,2,No,N/A,Yes,No,Neither early decision nor early action,Required,Required,Considered,Required of some,Recommended,Recommended,No,Yes,International Admissions (210) 431-3978 international@ollusa.edu,"Bachelor's, Master's, Doctorate - professional practice, Doctorate - research/scholarship",N/A,Yes,Yes,59%,1.9%,,Not offered,Offered at cooperating institution,Not offered,"$17,537",Website,Yes,Yes,"$25,000","$8,250",$239,N/A,"$33,424",82%,52,Yes,on-campus job interviewsinternshipsresume assistancecareer/job search classesalumni networkinterest inventoryinterview training,nonremedial tutoringwomen's centerplacement servicehealth servicehealth insurance,"24-hour foot and vehicle patrolsLate night transport/escort service24-hour emergency telephonesLighted pathways/sidewalksControlled dormitory access (key, security card, etc.)",N/A,Yes,Sacred Heart Chapel,Remedial mathRemedial EnglishReading machinesRemedial readingVideotaped classesNote-taking servicesOral testsLearning centerReadersExtended time for testsTutorsEarly syllabusPriority registrationPriority seatingProofreading servicesSubstitution of coursesTypist/scribeExams on tape or computerOther testing accommodationsAND 14 MORE ,Note-taking servicesSpecial transportationTape recordersSpecial housingTutorsAdaptive equipmentReader servicesBraille servicesInterpreters for hearing-impairedTalking books,Fully,,,,,,,,,,,,,,,,,,,,,,,,,
338,"Private, Coed",1968,Interdenominational,Semester,City,(561) 803-2000,Website,"$43,500",Selective,92%,rolling,Aug. 16,12:1,46%,"3,704(fall 2020)",NCAA II,"$34,136(2021-22)","$11,026(2021-22)",60%,Yes,Bottom 25%,56%,47%,63%,64.4%,1%,12:1,Recommended,Neither SAT nor ACT,N/A,$50,Yes,August 20,92%,N/A,"Fall, Spring, Summer",12,2.5,N/A,N/A,No,Yes,Early action only,Required,Required,N/A,N/A,Required of some,Required of some,No,No,Brittany Henson Associate Director for Admissions (561) 803-2111 brittany_henson@pba.edu,"Certificate, Bachelor's, Master's, Doctorate - professional practice",N/A,Yes,Yes,35%,3.1%,,Not offered,Offered at cooperating institution,Not offered,"$25,887",Website,Yes,Yes,"$22,250","$8,250",$212,N/A,"$28,831",61%,101,No,on-campus job interviewsinternshipsresume assistancecareer/job search classesalumni networkinterest inventoryinterview training,nonremedial tutoringhealth servicehealth insurance,"24-hour foot and vehicle patrolsLate night transport/escort service24-hour emergency telephonesLighted pathways/sidewalksControlled dormitory access (key, security card, etc.)",N/A,Yes,Helen K. Persson Recital Hall; DeSantis Family Chapel,Remedial mathRemedial EnglishReading machinesVideotaped classesNote-taking servicesLearning centerReadersExtended time for testsTutorsEarly syllabusPriority registrationProofreading servicesTypist/scribeExams on tape or computerOther testing accommodationsAND 10 MORE ,Note-taking servicesSpecial transportationTape recordersTutorsReader servicesBraille services,Partly,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
339,"Private, Coed",1948,Roman Catholic,Semester,City,(787) 841-2000,Website,"$40,400",Least selective,,N/A,Aug. 7,,N/A,"7,152(fall 2019)",N/A,"$5,510(2020-21)","$5,150(2020-21)",N/A,No,Bottom 25%,,N/A,N/A,N/A,N/A,,Neither required/recommended,Either SAT or ACT required for some,N/A,N/A,N/A,N/A,,N/A,"Fall, Winter, Spring, Summer",No,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Associate, Bachelor's, Post-bachelor's certificate, Master's, Doctorate - professional practice, Doctorate - research/scholarship","Combined Program leading to a Bachelor in General Business and Master in Business Administration, Management, General Business, or Human ResourcesCombined Program leading to a Bachelor of Arts in Criminology and a Master of Arts in Social Science in CriminologyCombined Program leading to a Bachelor and a Master in Business Administration in AccountingCombined Program leading to a Bachelor in Business Administration and Master in Business Administration in General Business",No,N/A,N/A,N/A,N/A,Offered at cooperating institution,Not offered,Not offered,"$9,304",Website,Yes,No,"$14,950","$6,358",$143,N/A,N/A,N/A,120,No,N/A,N/A,N/A,N/A,Yes,N/A,Remedial mathRemedial EnglishReading machinesRemedial readingDiagnostic testing serviceNote-taking servicesOral testsReadersExtended time for testsTutorsPriority seatingExams on tape or computerTake home examsOther testing accommodationsAND 9 MORE ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,,,N/A,N/A,N/A,93%,N/A,N/A,42%,N/A,93%,N/A,N/A,N/A,,,
340,"Private, Coed",1945,None,Semester,Urban,(312) 341-3500,Website,"$47,300",Less selective,77%,rolling,Aug. 15,11:1,30%,"4,680(fall 2020)",NAIA,"$31,493(2021-22)","$12,000(2021-22)",N/A,Yes,Bottom 25%,41%,38%,50%,56.1%,0%,11:1,Recommended,Either SAT or ACT required for some,N/A,$25,Yes,May 1,77%,N/A,"Fall, Spring, Summer",15,2,No,N/A,Yes,Yes,Both early decision and early action,Required of some,Required of some,N/A,Considered,N/A,N/A,No,Yes,Dawn Hougland Assistant Director of International Programs (312) 341-3531 dhougland@roosevelt.edu,"Certificate, Associate, Bachelor's, Post-bachelor's certificate, Master's, Doctorate - professional practice, Doctorate - research/scholarship","Cyber Security & Information Assurance, BS/MSHealth Science Administration BA to Health Science Administration MPA (4+1)Information Technology BA/MBACriminal Justice BA to Public Administration MPA (4+1)Actuarial Science BS to Mathematics MS (4+1)Business Administration BSBA to Business Administration MBA (4+1)English BA to Secondary Education MA (4+1)Actuarial Science BS/MS (4+1)History BA to Secondary Education MA (4+1)Biology BA/BS to Biology MS (4+1)PharmD/MBAData Analytics BS to Computer Science MS (4+1)Mathematics BA with Secondary Education MA (4+1)Biology BA to Secondary Education MA (4+1)AND 9 MORE ",Yes,Yes,51%,1.5%,,Offered at cooperating institution,Offered at cooperating institution,Offered at cooperating institution,"$22,749",Website,Yes,Yes,"$23,250","$10,764",$222,N/A,N/A,N/A,34,Yes,on-campus job interviewsinternshipsresume assistancecareer/job search classesalumni networkinterest inventoryinterview training,nonremedial tutoringplacement serviceday carehealth insurance,"24-hour foot and vehicle patrolsLate night transport/escort service24-hour emergency telephonesLighted pathways/sidewalksControlled dormitory access (key, security card, etc.)",N/A,Yes,"Downtown campus is in the Auditorium building, which is a National Historical Landmark.",Remedial mathRemedial EnglishReading machinesRemedial readingNote-taking servicesOral testsLearning centerReadersExtended time for testsTutorsEarly syllabusPriority seatingTypist/scribeExams on tape or computerOther testing accommodationsAND 10 MORE ,Note-taking servicesTape recordersTutorsAdaptive equipmentReader servicesBraille servicesInterpreters for hearing-impairedTalking books,Mostly,,,,,,,,,,,,,,,,,,,,,,,,,
341,"Public, Coed",1957,Undenominational,Semester,Suburban,(618) 650-2000,Website,"$52,100",Selective,85%,May 1,May 1,15:1,33%,"12,860(fall 2020)",NCAA I,,"$10,140(2021-22)",40%,Yes,Bottom 25%,49%,36%,61%,51.2%,7%,15:1,Neither required/recommended,Neither SAT nor ACT,N/A,$40,No,May 1,85%,N/A,"Fall, Winter, Spring, Summer",30,2,Yes,Website,Yes,Yes,Neither early decision nor early action,Considered,Required,N/A,Required,Considered,Considered,No,Yes,James Monahan Dir. of Graduate and International Admissions (618) 650-2756 jmonaha@siue.edu,"Bachelor's, Post-bachelor's certificate, Master's, Post-master's certificate, Doctorate - professional practice, Doctorate - other, Doctorate - research/scholarship",PharmD/MS in Healthcare InformaticsPharmD/MBABS/MS Civil EngineeringBS/MS Nursing/Nurse EducatorBS/MS Mechanical EngineeringBS/MS ChemistryBS/MS Nursing/Health Care and Nursing AdministrationBS/MS Computer ScienceBA/MA EnglishBS/DMD Biological Sciences / Dental MedicineBS/MS Mass Communications/Media StudiesBS/MS AccountancyBS/MS Electrical EngineeringDoctor of Nursing Practice/MBABS/DNP Nursing/Nursing PracticeBS/DMD Chemistry / Dental MedicineBS/MS Environmental SciencesBA or BS/MPA Political Science/Public AdministrationBS/MS Industrial EngineeringBA or BS/MS Criminal JusticeAND 15 MORE ,Yes,Yes,31%,6.2%,,Offered at cooperating institution,Offered on campus,Not offered,"$14,423",Website,Yes,No,"$21,000","$8,643",$200,N/A,"$24,552",50%,"2,660",Yes,co-op educationon-campus job interviewsinternshipsresume assistancecareer/job search classesalumni networkinterest inventoryinterview training,nonremedial tutoringday carehealth servicehealth insurance,"24-hour foot and vehicle patrolsLate night transport/escort service24-hour emergency telephonesLighted pathways/sidewalksControlled dormitory access (key, security card, etc.)",N/A,Yes,"The Engineering Building, Science Buildings and Pharmacy building are living laboratories offering state-of-the-art testing, lab and teaching facilities. Other special museums and academic buildings include: renovated Science building, Art & Design building and expansion, Meyer Arboretum, Wagner Art Gallery, Geodesic Dome-Center for Spirituality and Sustainability, and Eugene B. Redmond Center.",Reading machinesNote-taking servicesOral testsReadersExtended time for testsPriority registrationPriority seatingSubstitution of coursesTypist/scribeExams on tape or computerOther testing accommodationsAND 6 MORE ,Note-taking servicesSpecial transportationTape recordersSpecial housingTutorsAdaptive equipmentReader servicesInterpreters for hearing-impaired,Fully,,,,,,"$12,300(2021-22)","$12,300(2021-22)",,,,,,,,,,,,,,,,,,
342,"Private, Coed",1814,None,Other,N/A,(502) 585-9911,Website,"$49,600",Less selective,,N/A,N/A,,N/A,"1,629(fall 2019)",NCAA III,"$25,975(2020-21)","$7,600(2020-21)",N/A,No,Bottom 25%,,N/A,N/A,N/A,N/A,,Recommended,Either SAT or ACT,N/A,$20,No,March 30,,N/A,"Fall, Winter, Spring, Summer",24,2.5,N/A,N/A,No,No,N/A,Required,Required,N/A,N/A,Required,Required,Yes,Yes,Margaret Rodericks International Student Coordinator (502) 873-4331 mrodericks@spalding.edu,"Associate, Bachelor's, Post-bachelor's certificate, Master's, Post-master's certificate, Doctorate - research/scholarship",Occupational Therapy,N/A,Yes,43%,N/A,N/A,Not offered,Offered at cooperating institution,Not offered,"$25,992",N/A,N/A,N/A,"$25,000","$12,500",$239,N/A,N/A,N/A,6,No,on-campus job interviewsresume assistancecareer/job search classesalumni networkinterest inventoryinterview training,nonremedial tutoring,"24-hour foot and vehicle patrolsLate night transport/escort service24-hour emergency telephonesLighted pathways/sidewalksControlled dormitory access (key, security card, etc.)",N/A,Yes,Huff Gallery,Remedial mathRemedial EnglishRemedial readingDiagnostic testing serviceNote-taking servicesOral testsReadersExtended time for testsTutorsEarly syllabusTypist/scribeExams on tape or computerOther testing accommodationsAND 8 MORE ,Note-taking servicesTape recordersSpecial housingTutorsAdaptive equipmentReader servicesInterpreters for hearing-impairedTalking books,Mostly,N/A,N/A,N/A,N/A,N/A,,,N/A,,,N/A,N/A,,79%,N/A,N/A,41%,N/A,79%,N/A,N/A,N/A,,,
343,"Public, Coed",1923,None,Semester,Rural,(936) 468-2011,Website,"$46,100",Selective,,rolling,Sept. 1,,N/A,"12,969(fall 2019)",NCAA I,,"$9,642(2020-21)",N/A,No,Bottom 25%,,N/A,N/A,N/A,N/A,,Neither required/recommended,Either SAT or ACT,N/A,$45,No,N/A,,N/A,"Fall, Spring, Summer",15,2,No,N/A,Yes,N/A,N/A,Required,Required,Recommended,N/A,Recommended,Recommended,No,No,Lerin Blackmon International Admissions Coordinator (936) 468-3927 blackmonld@sfasu.edu,"Bachelor's, Master's, Doctorate - research/scholarship",Accounting - Bachelor of Business Administration/ Master of Professional Accountancy,N/A,Yes,41%,N/A,N/A,Not offered,Offered on campus,Not offered,"$13,723",Website,N/A,N/A,"$23,967","$8,251",$229,N/A,N/A,N/A,430,No,co-op educationon-campus job interviewsinternshipsresume assistancecareer/job search classesalumni networkinterest inventoryinterview training,nonremedial tutoringplacement servicehealth service,"24-hour foot and vehicle patrolsLate night transport/escort service24-hour emergency telephonesLighted pathways/sidewalksControlled dormitory access (key, security card, etc.)",N/A,Yes,"Stone Fort Museum, Planetarium, Arboretum, Observatory, GIS Lab, Forest Resources Institute, Soils Analysis Lab, East Texas Historical Assoc., East Texas Research Center, Science Research Center, Research Feed Mill",Remedial mathRemedial EnglishReading machinesRemedial readingOther special classesDiagnostic testing serviceUntimed testsNote-taking servicesOral testsLearning centerReadersExtended time for testsTutorsPriority registrationPriority seatingExams on tape or computerAND 11 MORE ,Note-taking servicesTape recordersSpecial housingTutorsAdaptive equipmentReader servicesBraille servicesInterpreters for hearing-impaired,Mostly,N/A,N/A,N/A,N/A,N/A,"$10,600(2020-21)","$21,616(2020-21)",N/A,,,N/A,N/A,,68%,N/A,N/A,48%,N/A,68%,N/A,N/A,N/A,,,
344,"Public, Coed",1912,None,Semester,Urban,(615) 963-5000,Website,"$49,500",Less selective,57%,N/A,July 1,15:1,14%,"7,615(fall 2020)",NCAA I,,"$8,166(2021-22)",N/A,No,Bottom 25%,32%,29%,39%,N/A,N/A,15:1,Neither required/recommended,Either SAT or ACT,N/A,$25,No,N/A,57%,N/A,"Fall, Spring, Summer",12,2,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Yes,Mark Gunter Director (615) 963-5640 mgunter@tnstate.edu,"Associate, Bachelor's, Post-bachelor's certificate, Master's, Doctorate - professional practice, Doctorate - research/scholarship",N/A,N/A,Yes,55%,N/A,N/A,Offered on campus,N/A,Not offered,"$12,443",Website,Yes,Yes,"$27,000","$9,500",$258,N/A,"$33,501",72%,520,No,co-op educationon-campus job interviewsinternshipsresume assistancecareer/job search classesalumni networkinterview training,nonremedial tutoringplacement serviceday carehealth service,"24-hour foot and vehicle patrolsLate night transport/escort service24-hour emergency telephonesLighted pathways/sidewalksStudent patrolsControlled dormitory access (key, security card, etc.)",N/A,Yes,"Performing Arts Center, Daniel/Brown Libraries &  Media Centers, Agricultural/Information Technology Center",Remedial mathRemedial EnglishRemedial readingDiagnostic testing serviceOral testsLearning centerExtended time for testsTutorsOther testing accommodationsAND 4 MORE ,Tape recordersTutorsAdaptive equipmentReader servicesInterpreters for hearing-impairedTalking books,Mostly,,N/A,N/A,,,"$9,208(2021-22)","$21,910(2021-22)",N/A,,,N/A,,,,,,,,,,,,,,
